1388,748
700,1066
1418,1022
1338,1160
1492,508
442,568
630,568
442,294
982,274
660,1186
948,1442
1080,1438
930,1214
634,732
900,196
336,114
934,908
1214,1378
1306,1056
1106,646
1444,860
1538,972
558,114
1272,252
810,1432
1466,630
1200,1002
442,730
686,1340
1080,958
1066,1220
1188,172
1118,84
1058,366
1296,1274
828,108
796,954
1246,690
1348,342
1002,1114
444,168
